Product,Week Start Date,Actual HC
Dedicated SDR - FT,2024-07-08,1
Dedicated SDR Full Time,2024-07-08,1
Digital Marketing Assistant FT,2024-07-08,1
Digital Marketing Assistant PT,2024-07-08,1
Digital Marketing Assistant PT Mid,2024-07-08,1
EA Bilingual PT Expert,2024-07-08,2
Executive Assistant Full Time,2024-07-08,1
Executive Assistant PT,2024-07-08,1
Executive Assistant Part Time,2024-07-08,1
GVA - FT,2024-07-08,1
GVA - PT,2024-07-08,1
General Virtual Assistant Full Time,2024-07-08,2
General Virtual Assistant Full Time Mid,2024-07-08,5
General Virtual Assistant Part Time,2024-07-08,7
General Virtual Assistant Part Time Mid,2024-07-08,1
Graphic Designer FT,2024-07-08,1
Graphic Designer Part Time Expert,2024-07-08,1
Healthcare VA Full Time,2024-07-08,1
Lead Gen Bilingual FT,2024-07-08,1
Lead Generation Assistant (Part Time),2024-07-08,1
Real Estate Part Time,2024-07-08,1
Recruitment Assistant Full Time Expert,2024-07-08,1
SDR Full Time,2024-07-08,2
SDR Part Time Mid,2024-07-08,2
Social Media PT,2024-07-08,1
Social Media Part Time,2024-07-08,2
US-Based SDR Assistant 10 HRS,2024-07-08,1
Bilingual Sales FT Expert,2024-07-01,1
Bookkeeper PT,2024-07-01,2
CRM Data Entry Assistant Part Time,2024-07-01,1
CSR Bilingual Full Time,2024-07-01,2
CSR Full Time,2024-07-01,1
CSR Full Time Mid,2024-07-01,5
Content Writer PT,2024-07-01,1
Dedicated SDR FT Mid,2024-07-01,2
Dedicated SDR Full Time,2024-07-01,1
Digital Marketing Assistant FT Expert,2024-07-01,1
Digital Marketing Assistant FT Mid,2024-07-01,1
Digital Marketing Assistant PT,2024-07-01,1
Digital Marketing Assistant PT Expert,2024-07-01,2
E-Commerce Assistant Full Time Expert,2024-07-01,1
EA Bilingual PT Expert,2024-07-01,1
Ecommerce Assistant PT,2024-07-01,1
Executive Assistant FT,2024-07-01,2
Executive Assistant Full Time,2024-07-01,2
Executive Assistant Full Time Mid,2024-07-01,1
Executive Assistant PT,2024-07-01,1
Executive Assistant Part Time Expert,2024-07-01,1
Executive Assistant Part Time Mid,2024-07-01,1
GVA - FT,2024-07-01,3
GVA - PT,2024-07-01,1
General Virtual Assistant Full Time,2024-07-01,4
General Virtual Assistant Part Time,2024-07-01,8
General Virtual Assistant Part Time Expert,2024-07-01,1
Graphic Designer Part Time Mid,2024-07-01,1
Healthcare VA Full Time,2024-07-01,2
Healthcare VA Full Time Mid,2024-07-01,1
Healthcare VA Part Time,2024-07-01,1
Lead Generation Assistant (Full Time),2024-07-01,1
Lead Generation Assistant (Part Time),2024-07-01,4
Medical Scribe Full Time,2024-07-01,1
Micro Plan GVA,2024-07-01,1
Partner Executive Assistant,2024-07-01,1
Real Estate FT,2024-07-01,1
Real Estate Part Time Mid,2024-07-01,1
SDR Full Time Expert,2024-07-01,1
SDR Full Time Mid,2024-07-01,1
SDR Part Time,2024-07-01,1
Social Media PT,2024-07-01,1
Social Media Part Time,2024-07-01,1
CSR Full Time Mid,2024-06-24,1
CSR Part Time,2024-06-24,1
Content Writer Full Time Mid,2024-06-24,1
Dedicated SDR Full Time,2024-06-24,1
Dedicated SDR Part Time,2024-06-24,2
Digital Marketing Assistant FT Expert,2024-06-24,1
Digital Marketing PT,2024-06-24,1
E-Commerce Assistant Part Time,2024-06-24,1
Ecommerce Assistant PT,2024-06-24,1
Executive Assistant Full Time,2024-06-24,1
Executive Assistant Full Time Expert,2024-06-24,5
Executive Assistant Full Time Mid,2024-06-24,1
Executive Assistant PT,2024-06-24,3
Executive Assistant Part Time Expert,2024-06-24,1
GVA - FT,2024-06-24,6
General Virtual Assistant Full Time,2024-06-24,3
General Virtual Assistant Part Time,2024-06-24,3
General Virtual Assistant Part Time Mid,2024-06-24,5
Healthcare VA Part Time,2024-06-24,1
Lead Generation Assistant (Full Time),2024-06-24,2
Lead Generation Assistant (Part Time),2024-06-24,1
Medical Scribe Full Time,2024-06-24,1
Medical Scribe Part Time Expert,2024-06-24,1
Personal Assistant Part Time,2024-06-24,1
Real Estate PT,2024-06-24,1
SDR Full Time,2024-06-24,2
SDR Full Time Expert,2024-06-24,1
SDR Part Time,2024-06-24,2
SDR Part Time Mid,2024-06-24,1
Social Media Full Time,2024-06-24,1
Social Media Part Time Mid,2024-06-24,1
US SDR Part Time,2024-06-24,1
Bilingual Sales FT,2024-06-17,2
Bilingual Sales FT Expert,2024-06-17,2
Bookkeeper PT Expert,2024-06-17,1
CSR Full Time,2024-06-17,6
CSR Full Time Mid,2024-06-17,1
CSR Part Time,2024-06-17,1
Customer Service FT,2024-06-17,2
Dedicated SDR Full Time,2024-06-17,1
Dedicated SDR Part Time,2024-06-17,3
Digital Marketing Assistant FT Mid,2024-06-17,1
Digital Marketing PT,2024-06-17,1
EA Bilingual FT Expert,2024-06-17,1
Ecommerce Assistant PT,2024-06-17,1
Executive Assistant Full Time,2024-06-17,1
Executive Assistant Full Time Expert,2024-06-17,1
Executive Assistant Part Time,2024-06-17,1
Executive Assistant Part Time Expert,2024-06-17,1
Executive Assistant Part Time Mid,2024-06-17,2
GVA - FT,2024-06-17,1
GVA - PT,2024-06-17,1
GVA Bilingual FT,2024-06-17,1
General Virtual Assistant Full Time,2024-06-17,5
General Virtual Assistant Full Time Mid,2024-06-17,6
General Virtual Assistant Part Time,2024-06-17,3
Healthcare Assistant Bilingual FT,2024-06-17,4
Lead Gen Part Time Expert,2024-06-17,1
Outbound Sales Agent PT,2024-06-17,1
Personal Assistant Part Time Mid,2024-06-17,1
Real Estate Part Time,2024-06-17,1
Real Estate Part Time Mid,2024-06-17,1
SDR FT Expert,2024-06-17,1
SDR Part Time,2024-06-17,2
SDR Part Time Mid,2024-06-17,1
Social Media Full Time Expert,2024-06-17,1
US Executive Assistant PT,2024-06-17,1
US-Based SDR Assistant 10 HRS,2024-06-17,1
Bilingual GVA - FT,2024-06-10,1
Bookkeeper FT,2024-06-10,2
Bookkeeper Full Time Expert,2024-06-10,1
Bookkeeper PT Mid,2024-06-10,1
CSR Full Time,2024-06-10,2
CSR Full Time Mid,2024-06-10,1
Content Writer Part Time Mid,2024-06-10,1
Customer Service FT,2024-06-10,1
Dedicated SDR - FT,2024-06-10,6
Dedicated SDR FT Mid,2024-06-10,2
Dedicated SDR Full Time,2024-06-10,3
Dedicated SDR Part Time,2024-06-10,3
Digital Marketing Assistant FT Expert,2024-06-10,1
Digital Marketing Assistant PT Expert,2024-06-10,1
Digital Marketing FT,2024-06-10,1
E-Commerce Assistant Full Time Mid,2024-06-10,1
Ecommerce Assistant PT,2024-06-10,2
Executive Assistant Full Time,2024-06-10,1
Executive Assistant Part Time,2024-06-10,1
GVA - FT,2024-06-10,2
GVA - PT,2024-06-10,2
General Virtual Assistant Full Time,2024-06-10,4
General Virtual Assistant Full Time Expert,2024-06-10,1
General Virtual Assistant Full Time Mid,2024-06-10,1
General Virtual Assistant Part Time,2024-06-10,8
Outbound Sales Agent Full Time,2024-06-10,1
Personal Assistant Full Time,2024-06-10,1
Real Estate FT,2024-06-10,1
Recruitment PT,2024-06-10,1
SDR Full Time,2024-06-10,1
SDR Full Time Expert,2024-06-10,1
CSR Full Time,2024-06-03,9
CSR Full Time Mid,2024-06-03,1
CSR Part Time,2024-06-03,2
CSR Part Time Mid,2024-06-03,1
Customer Service PT,2024-06-03,1
Dedicated SDR FT Mid,2024-06-03,3
Dedicated SDR Full Time,2024-06-03,1
Dedicated SDR Part Time,2024-06-03,2
Digital Marketing Assistant FT Mid,2024-06-03,1
Digital Marketing Assistant PT Expert,2024-06-03,1
E-Commerce Assistant Full Time Mid,2024-06-03,1
Ecommerce Assistant FT,2024-06-03,1
Executive Assistant Full Time,2024-06-03,2
Executive Assistant PT,2024-06-03,1
Executive Assistant Part Time,2024-06-03,1
GVA - PT,2024-06-03,3
General Virtual Assistant Full Time,2024-06-03,7
General Virtual Assistant Full Time Expert,2024-06-03,1
General Virtual Assistant Part Time Mid,2024-06-03,2
Graphic Designer Part Time Mid,2024-06-03,1
Healthcare VA Full Time,2024-06-03,1
Healthcare VA Part Time,2024-06-03,2
Lead Gen Part Time Mid,2024-06-03,1
Lead Generation Assistant (Full Time),2024-06-03,1
Medical Scribe Full Time,2024-06-03,2
SDR Full Time Expert,2024-06-03,1
SDR Part Time Mid,2024-06-03,1
Social Media PT,2024-06-03,1
Social Media Part Time,2024-06-03,1
US-Based SDR Assistant 10 HRS,2024-06-03,1
US-Based SDR Assistant PT Expert,2024-06-03,1
Bilingual Sales FT,2024-05-27,3
CSR Bilingual Full Time,2024-05-27,3
CSR Full Time,2024-05-27,1
CSR Part Time,2024-05-27,1
Content Writer PT,2024-05-27,1
Dedicated SDR - PT,2024-05-27,1
Dedicated SDR FT Mid,2024-05-27,1
Dedicated SDR Full Time,2024-05-27,1
Digital Marketing Assistant FT Expert,2024-05-27,1
Digital Marketing Assistant FT Mid,2024-05-27,1
E-Commerce Assistant Full Time Expert,2024-05-27,1
EA Bilingual FT,2024-05-27,1
Ecommerce Assistant FT,2024-05-27,6
Executive Assistant Full Time,2024-05-27,6
Executive Assistant Full Time Expert,2024-05-27,1
Executive Assistant Part Time,2024-05-27,4
Executive Assistant Part Time Expert,2024-05-27,1
GVA - FT,2024-05-27,1
GVA - PT,2024-05-27,1
General Virtual Assistant Full Time,2024-05-27,6
General Virtual Assistant Full Time Mid,2024-05-27,3
General Virtual Assistant Part Time,2024-05-27,6
General Virtual Assistant Part Time Mid,2024-05-27,1
Healthcare Assistant Bilingual FT,2024-05-27,1
Lead Generation Assistant (Part Time),2024-05-27,1
Medical Scribe Full Time,2024-05-27,1
Real Estate FT,2024-05-27,1
Real Estate Full Time,2024-05-27,1
Recruitment FT,2024-05-27,1
SDR FT Expert,2024-05-27,1
SDR Part Time,2024-05-27,3
Bilingual GVA - FT,2024-05-20,2
Bookkeeper Full Time Mid,2024-05-20,1
CSR Bilingual Full Time,2024-05-20,1
CSR Full Time,2024-05-20,4
CSR Part Time,2024-05-20,1
Content Writer PT,2024-05-20,1
Dedicated Receptionist 8H,2024-05-20,1
Dedicated SDR - PT,2024-05-20,1
Dedicated SDR Full Time,2024-05-20,2
Dedicated SDR Part Time,2024-05-20,7
Digital Marketing Assistant FT Expert,2024-05-20,1
Digital Marketing Assistant PT,2024-05-20,1
Digital Marketing Assistant PT Expert,2024-05-20,2
Digital Marketing FT,2024-05-20,2
Ecommerce Assistant FT,2024-05-20,1
Executive Assistant Full Time,2024-05-20,1
Executive Assistant Full Time Expert,2024-05-20,4
Executive Assistant Full Time Mid,2024-05-20,4
Executive Assistant PT,2024-05-20,1
Executive Assistant Part Time,2024-05-20,2
Executive Assistant Part Time Expert,2024-05-20,1
Executive Assistant Part Time Mid,2024-05-20,3
GVA - FT,2024-05-20,4
GVA - PT,2024-05-20,4
General Virtual Assistant Full Time,2024-05-20,5
General Virtual Assistant Full Time Mid,2024-05-20,1
General Virtual Assistant Part Time,2024-05-20,5
General Virtual Assistant Part Time Expert,2024-05-20,2
Healthcare VA Full Time,2024-05-20,3
Healthcare VA Full Time Expert,2024-05-20,2
Lead Generation Assistant (Part Time),2024-05-20,1
Personal Assistant Part Time,2024-05-20,1
Real Estate Full Time Mid,2024-05-20,1
Real Estate PT,2024-05-20,1
Real Estate Part Time,2024-05-20,2
SDR Part Time Mid,2024-05-20,1
US-Based CSR Assistant Full Time,2024-05-20,2
US-Based Executive Assistant Full Time,2024-05-20,1
US-Based Executive Assistant PT,2024-05-20,1
"Bilingual, Spanish/English Sales Caller Part Time",2024-05-13,1
CRM Data Entry Assistant Full Time,2024-05-13,1
CSR Bilingual Full Time,2024-05-13,1
CSR Full Time,2024-05-13,6
CSR Full Time Mid,2024-05-13,2
CSR Part Time,2024-05-13,2
Content Writer PT,2024-05-13,1
Content Writer Part Time Mid,2024-05-13,2
Dedicated SDR FT Mid,2024-05-13,1
Dedicated SDR Full Time,2024-05-13,2
Dedicated SDR Part Time,2024-05-13,2
Digital Marketing Assistant PT Mid,2024-05-13,1
Executive Assistant Full Time,2024-05-13,1
Executive Assistant Full Time Expert,2024-05-13,1
Executive Assistant PT,2024-05-13,4
Executive Assistant Part Time Mid,2024-05-13,1
GVA - FT,2024-05-13,2
GVA - PT,2024-05-13,2
General Virtual Assistant Full Time,2024-05-13,6
General Virtual Assistant Full Time Mid,2024-05-13,4
General Virtual Assistant Part Time,2024-05-13,6
General Virtual Assistant Part Time Expert,2024-05-13,1
Healthcare VA Full Time,2024-05-13,1
Lead Generation Assistant (Part Time),2024-05-13,2
Medical Scribe Full Time,2024-05-13,1
Medical Scribe Part Time,2024-05-13,1
Outbound Sales Agent PT,2024-05-13,1
Partner Executive Assistant,2024-05-13,1
Personal Assistant Full Time,2024-05-13,2
Real Estate Part Time Mid,2024-05-13,1
SDR Full Time Mid,2024-05-13,1
SDR Part Time,2024-05-13,2
SDR Part Time Expert,2024-05-13,1
SDR Part Time Mid,2024-05-13,1
Social Media Full Time,2024-05-13,1
Social Media Part Time,2024-05-13,1
Social Media Part Time Expert,2024-05-13,1
Bookkeeper Full Time Mid,2024-05-06,3
Bookkeeper PT Mid,2024-05-06,1
Content Writer FT,2024-05-06,1
Customer Service PT,2024-05-06,1
Dedicated SDR Part Time,2024-05-06,2
Digital Marketing Assistant FT Mid,2024-05-06,1
Digital Marketing Assistant PT,2024-05-06,1
Digital Marketing Assistant PT Mid,2024-05-06,1
Digital Marketing FT,2024-05-06,1
Digital Marketing PT,2024-05-06,1
EA Bilingual PT Expert,2024-05-06,1
Ecommerce Assistant FT,2024-05-06,1
Ecommerce Assistant PT,2024-05-06,1
Executive Assistant Full Time,2024-05-06,4
Executive Assistant Full Time Mid,2024-05-06,2
Executive Assistant PT,2024-05-06,1
GVA - FT,2024-05-06,5
GVA - PT,2024-05-06,3
General Virtual Assistant Full Time,2024-05-06,7
General Virtual Assistant Full Time Expert,2024-05-06,1
General Virtual Assistant Full Time Mid,2024-05-06,2
General Virtual Assistant Part Time,2024-05-06,7
Healthcare Assistant Bilingual FT,2024-05-06,1
Healthcare VA Full Time,2024-05-06,1
Healthcare VA Full Time Expert,2024-05-06,1
Healthcare VA Full Time Mid,2024-05-06,1
Lead Generation Assistant (Part Time),2024-05-06,1
Partner Executive Assistant,2024-05-06,1
Personal Assistant Part Time,2024-05-06,1
Real Estate Part Time,2024-05-06,1
SDR FT Expert,2024-05-06,1
SDR Full Time,2024-05-06,1
SDR Part Time,2024-05-06,1
SDR Part Time Expert,2024-05-06,1
Social Media FT,2024-05-06,1
Social Media Full Time Mid,2024-05-06,1
Social Media Part Time Mid,2024-05-06,1
Bilingual Caller FT,2024-04-29,1
Bookkeeper FT,2024-04-29,1
Bookkeeper FT,2024-04-29,1
Bookkeeper Full Time Expert,2024-04-29,1
Bookkeeper PT Mid,2024-04-29,1
CSR Bilingual Full Time,2024-04-29,1
CSR Full Time,2024-04-29,1
CSR Full Time,2024-04-29,2
Content Writer Part Time,2024-04-29,1
Customer Service FT,2024-04-29,1
Customer Service FT,2024-04-29,1
Customer Service PT,2024-04-29,1
Dedicated SDR Full Time,2024-04-29,1
Dedicated SDR Part Time,2024-04-29,2
Digital Marketing Assistant PT,2024-04-29,1
Digital Marketing Assistant PT Expert,2024-04-29,2
Digital Marketing Assistant PT Mid,2024-04-29,1
EA Bilingual FT Expert,2024-04-29,1
Ecommerce Assistant FT,2024-04-29,1
Executive Assistant Full Time,2024-04-29,1
Executive Assistant Full Time Expert,2024-04-29,1
Executive Assistant PT,2024-04-29,1
Executive Assistant Part Time,2024-04-29,1
Executive Assistant Part Time Mid,2024-04-29,1
GVA - FT,2024-04-29,1
GVA - FT,2024-04-29,2
GVA - PT,2024-04-29,1
GVA Bilingual PT,2024-04-29,3
General Virtual Assistant Full Time,2024-04-29,3
General Virtual Assistant Full Time,2024-04-29,4
General Virtual Assistant Full Time Mid,2024-04-29,2
General Virtual Assistant Part Time,2024-04-29,4
Healthcare VA Part Time,2024-04-29,1
Medical Scribe Part Time,2024-04-29,1
Real Estate Full Time,2024-04-29,1
SDR Full Time,2024-04-29,1
SDR Full Time,2024-04-29,1
SDR Part Time Mid,2024-04-29,1
Social Media Part Time,2024-04-29,1
US-Based CSR Assistant Full Time,2024-04-29,1
US-Based SDR Assistant 10 HRS,2024-04-29,1
"Bilingual, Spanish/English Sales Callers",2024-04-22,2
Bookkeeper FT,2024-04-22,1
CSR Full Time,2024-04-22,6
CSR Full Time Mid,2024-04-22,1
Content Writer FT,2024-04-22,1
Content Writer Part Time Mid,2024-04-22,1
Customer Service FT,2024-04-22,1
Dedicated SDR FT Mid,2024-04-22,1
Dedicated SDR Full Time,2024-04-22,6
Dedicated SDR Part Time,2024-04-22,1
Digital Marketing Assistant PT Mid,2024-04-22,1
Digital Marketing PT,2024-04-22,3
E-Commerce Assistant Full Time,2024-04-22,1
Executive Assistant Full Time,2024-04-22,2
Executive Assistant Full Time Expert,2024-04-22,2
Executive Assistant Part Time,2024-04-22,3
Executive Assistant Part Time Expert,2024-04-22,1
GVA - FT,2024-04-22,3
GVA - PT,2024-04-22,1
GVA Bilingual FT,2024-04-22,1
GVA Bilingual PT,2024-04-22,3
General Virtual Assistant Full Time,2024-04-22,8
General Virtual Assistant Full Time Expert,2024-04-22,1
General Virtual Assistant Part Time,2024-04-22,10
General Virtual Assistant Part Time Mid,2024-04-22,1
Graphic Designer Part Time,2024-04-22,1
Healthcare VA Full Time,2024-04-22,1
Healthcare VA Full Time Mid,2024-04-22,1
Lead Generation Assistant (Full Time),2024-04-22,1
Lead Generation Assistant (Part Time),2024-04-22,1
Outbound Sales Agent PT,2024-04-22,1
Real Estate Full Time,2024-04-22,1
SDR Part Time Mid,2024-04-22,1
Social Media Full Time,2024-04-22,1
Social Media Full Time Mid,2024-04-22,1
Social Media PT,2024-04-22,1
Social Media Part Time,2024-04-22,2
US SDR Part Time,2024-04-22,1
US-Based Executive Assistant Full Time,2024-04-22,1
US-Based Executive Assistant Full Time Expert,2024-04-22,1
Bilingual GVA - PT,2024-04-15,1
"Bilingual, Spanish/English Sales Caller Part Time",2024-04-15,2
"Bilingual, Spanish/English Sales Callers",2024-04-15,1
Bookkeeper PT,2024-04-15,1
CRM Data Entry Assistant Part Time,2024-04-15,1
CSR Bilingual Full Time,2024-04-15,6
CSR Full Time,2024-04-15,2
Customer Service FT,2024-04-15,1
Dedicated SDR Part Time,2024-04-15,2
Digital Marketing Assistant PT Mid,2024-04-15,1
Digital Marketing FT,2024-04-15,1
Digital Marketing PT,2024-04-15,1
Ecommerce Assistant PT,2024-04-15,1
Executive Assistant Full Time,2024-04-15,1
Executive Assistant Full Time Expert,2024-04-15,1
Executive Assistant PT,2024-04-15,1
Executive Assistant Part Time,2024-04-15,4
Executive Assistant Part Time Expert,2024-04-15,2
GVA - FT,2024-04-15,3
GVA - PT,2024-04-15,1
General Virtual Assistant Full Time,2024-04-15,4
General Virtual Assistant Part Time,2024-04-15,11
Graphic Designer Full Time Expert,2024-04-15,1
Graphic Designer Part Time,2024-04-15,1
Graphic Designer Part Time Expert,2024-04-15,1
Healthcare VA Part Time,2024-04-15,2
Medical Scribe Full Time,2024-04-15,1
Real Estate Part Time,2024-04-15,1
SDR Part Time,2024-04-15,2
Social Media FT,2024-04-15,1
Social Media Part Time,2024-04-15,2
US GVA PT,2024-04-15,1
Bilingual GVA - FT,2024-04-08,1
CSR Bilingual Full Time,2024-04-08,3
CSR Bilingual Part Time,2024-04-08,1
CSR Full Time,2024-04-08,3
CSR Part Time,2024-04-08,1
Content Writer Full Time,2024-04-08,1
Content Writer Full Time Mid,2024-04-08,1
Content Writer Part Time,2024-04-08,1
Customer Service FT,2024-04-08,1
Dedicated Receptionist 8HR,2024-04-08,1
Dedicated SDR FT Mid,2024-04-08,2
Dedicated SDR Part Time,2024-04-08,3
Digital Marketing Assistant PT Expert,2024-04-08,2
Digital Marketing FT,2024-04-08,1
Digital Marketing PT,2024-04-08,2
EA Bilingual FT Expert,2024-04-08,1
Executive Assistant Full Time,2024-04-08,1
Executive Assistant Full Time Expert,2024-04-08,2
Executive Assistant Full Time Mid,2024-04-08,2
Executive Assistant PT,2024-04-08,1
Executive Assistant Part Time,2024-04-08,1
Executive Assistant Part Time Mid,2024-04-08,1
GVA - FT,2024-04-08,7
GVA - PT,2024-04-08,2
GVA Bilingual PT,2024-04-08,1
General Virtual Assistant Full Time,2024-04-08,9
General Virtual Assistant Full Time Expert,2024-04-08,1
General Virtual Assistant Full Time Mid,2024-04-08,2
General Virtual Assistant Part Time,2024-04-08,6
General Virtual Assistant Part Time Expert,2024-04-08,1
General Virtual Assistant Part Time Mid,2024-04-08,1
Healthcare VA Part Time,2024-04-08,2
IT Helpdesk Full Time Support,2024-04-08,1
Lead Generation Assistant (Part Time),2024-04-08,1
Personal Assistant Full Time,2024-04-08,1
Personal Assistant Part Time,2024-04-08,1
Real Estate Bilingual FT,2024-04-08,1
Real Estate Full Time,2024-04-08,1
Real Estate Full Time Mid,2024-04-08,1
SDR FT Expert,2024-04-08,1
SDR Full Time Mid,2024-04-08,3
SDR Part Time,2024-04-08,2
SDR Part Time Mid,2024-04-08,1
Social Media Full Time,2024-04-08,1
Social Media Full Time Expert,2024-04-08,1
Social Media Full Time Mid,2024-04-08,1
Social Media Part Time Mid,2024-04-08,1
US-Based Digital Marketing Assistant PT Expert,2024-04-08,1
US-Based SDR Assistant Full Time Expert,2024-04-08,1
Bookkeeper FT,2024-04-01,1
Bookkeeper PT,2024-04-01,2
CRM Data Entry Assistant Part Time,2024-04-01,1
CSR Bilingual Full Time,2024-04-01,5
CSR Full Time,2024-04-01,6
CSR Part Time,2024-04-01,2
CSR Part Time Mid,2024-04-01,1
Dedicated SDR Full Time,2024-04-01,2
Dedicated SDR Part Time,2024-04-01,1
Digital Marketing Assistant FT Expert,2024-04-01,1
Digital Marketing Assistant PT,2024-04-01,1
Digital Marketing Assistant PT Expert,2024-04-01,1
Digital Marketing PT,2024-04-01,3
E-Commerce Assistant Part Time,2024-04-01,1
E-Commerce Assistant Part Time Expert,2024-04-01,1
Ecommerce Assistant FT,2024-04-01,1
Executive Assistant Full Time,2024-04-01,6
Executive Assistant PT,2024-04-01,2
Executive Assistant Part Time,2024-04-01,4
GVA - FT,2024-04-01,5
GVA - PT,2024-04-01,6
General Virtual Assistant Full Time,2024-04-01,1
General Virtual Assistant Part Time,2024-04-01,13
General Virtual Assistant Part Time Mid,2024-04-01,1
Graphic Designer Bilingual FT Mid,2024-04-01,1
Healthcare VA Full Time,2024-04-01,1
IT Helpdesk Full Time Support,2024-04-01,1
Lead Generation Assistant (Full Time),2024-04-01,1
Medical Scribe Part Time,2024-04-01,1
SDR Full Time,2024-04-01,3
SDR Full Time Expert,2024-04-01,1
SDR Part Time Expert,2024-04-01,1
SDR Part Time Mid,2024-04-01,1
Social Media Full Time Mid,2024-04-01,1
Bookkeeper FT,2024-03-25,1
CSR Full Time,2024-03-25,1
CSR Part Time,2024-03-25,2
Content Writer FT,2024-03-25,2
Content Writer PT,2024-03-25,1
Customer Service FT,2024-03-25,2
Dedicated SDR FT Mid,2024-03-25,1
Dedicated SDR Part Time,2024-03-25,3
Digital Marketing Assistant FT Expert,2024-03-25,1
Digital Marketing Assistant PT Expert,2024-03-25,1
Digital Marketing Assistant PT Mid,2024-03-25,1
E-Commerce Assistant Full Time Mid,2024-03-25,1
E-Commerce Assistant Part Time Expert,2024-03-25,1
EA Bilingual PT Mid,2024-03-25,1
Executive Assistant Full Time,2024-03-25,4
Executive Assistant PT,2024-03-25,2
Executive Assistant Part Time,2024-03-25,1
Executive Assistant Part Time Expert,2024-03-25,1
GVA - FT,2024-03-25,8
GVA - PT,2024-03-25,1
GVA Bilingual PT,2024-03-25,1
GVA Bilingual PT Mid,2024-03-25,1
General Virtual Assistant Full Time,2024-03-25,2
General Virtual Assistant Full Time Expert,2024-03-25,1
General Virtual Assistant Full Time Mid,2024-03-25,5
General Virtual Assistant Part Time,2024-03-25,10
Healthcare VA Full Time,2024-03-25,2
Healthcare VA Full Time Expert,2024-03-25,1
Lead Gen Part Time,2024-03-25,1
Personal Assistant Full Time,2024-03-25,1
Real Estate Full Time,2024-03-25,2
Real Estate Full Time Mid,2024-03-25,1
Real Estate Part Time,2024-03-25,1
SDR Full Time,2024-03-25,1
SDR Full Time Expert,2024-03-25,1
SDR Part Time Expert,2024-03-25,1
Social Media FT,2024-03-25,1
Social Media Part Time,2024-03-25,2
Social Media Part Time Mid,2024-03-25,1
US-Based Executive Assistant Full Time Expert,2024-03-25,1
US-Based Executive Assistant Full Time Mid,2024-03-25,2
US-Based SDR Assistant 10 HRS,2024-03-25,1
US-Based SDR Assistant Full Time Expert,2024-03-25,1
US-Based Social Media Assistant 10 HRS,2024-03-25,1
Bilingual Caller FT,2024-03-18,1
Bilingual Sales FT,2024-03-18,3
Bookkeeper Full Time Expert,2024-03-18,1
CSR Full Time,2024-03-18,3
CSR Part Time,2024-03-18,1
Content Writer Part Time Mid,2024-03-18,1
Customer Service FT,2024-03-18,2
Dedicated SDR Part Time,2024-03-18,1
Digital Marketing Assistant PT Mid,2024-03-18,1
Digital Marketing PT,2024-03-18,2
E-Commerce Assistant Part Time Expert,2024-03-18,1
Ecommerce Assistant PT,2024-03-18,1
Executive Assistant Full Time,2024-03-18,3
Executive Assistant Full Time Expert,2024-03-18,2
Executive Assistant Full Time Mid,2024-03-18,1
Executive Assistant PT,2024-03-18,2
GVA - FT,2024-03-18,3
GVA - PT,2024-03-18,6
GVA Bilingual FT Mid,2024-03-18,1
General Virtual Assistant Full Time,2024-03-18,4
General Virtual Assistant Full Time Expert,2024-03-18,2
General Virtual Assistant Part Time,2024-03-18,7
General Virtual Assistant Part Time Expert,2024-03-18,1
General Virtual Assistant Part Time Mid,2024-03-18,5
Graphic Designer Bilingual FT Mid,2024-03-18,1
Healthcare VA Full Time,2024-03-18,1
Healthcare VA Full Time Mid,2024-03-18,1
Medical Scribe Full Time,2024-03-18,2
Real Estate Full Time Mid,2024-03-18,1
Real Estate Part Time,2024-03-18,1
Recruitment Assistant Full Time,2024-03-18,1
SDR Full Time Expert,2024-03-18,2
Social Media Full Time Expert,2024-03-18,1
Social Media PT,2024-03-18,1
Social Media Part Time,2024-03-18,1
Social Media Part Time Expert,2024-03-18,1
US Executive Assistant FT,2024-03-18,1
US-Based General Virtual Assistant PT,2024-03-18,1
US-Based Lead Gen Assistant PT Mid,2024-03-18,1
Bilingual Caller FT,2024-03-11,1
"Bilingual, Spanish/English Sales Callers",2024-03-11,2
Bookkeeper Full Time Mid,2024-03-11,2
CRM Data Entry Assistant Full Time,2024-03-11,1
CSR Full Time,2024-03-11,3
CSR Part Time,2024-03-11,1
Content Writer FT,2024-03-11,1
Dedicated SDR Full Time,2024-03-11,3
Dedicated SDR Part Time,2024-03-11,2
Digital Marketing Assistant FT,2024-03-11,1
Digital Marketing Assistant PT Mid,2024-03-11,1
E-Commerce Assistant Full Time,2024-03-11,1
EA Bilingual FT,2024-03-11,3
Executive Assistant FT,2024-03-11,4
Executive Assistant Full Time,2024-03-11,3
Executive Assistant Full Time Expert,2024-03-11,6
Executive Assistant Full Time Mid,2024-03-11,1
Executive Assistant Part Time,2024-03-11,5
Executive Assistant Part Time Expert,2024-03-11,2
Executive Assistant Part Time Mid,2024-03-11,2
GVA - FT,2024-03-11,5
GVA - PT,2024-03-11,1
GVA Bilingual PT,2024-03-11,1
General Virtual Assistant Full Time,2024-03-11,4
General Virtual Assistant Full Time Mid,2024-03-11,2
General Virtual Assistant Part Time,2024-03-11,6
General Virtual Assistant Part Time Mid,2024-03-11,1
Healthcare Assistant Bilingual FT Mid,2024-03-11,1
